16993;OLEO DIESEL;0;;
214602;GRAXA LUBRIFICANTE, OLEO SINTETICO, ESPESSANTE DE LITIO, CONSISTENCIA NLGI2.;0;;
226386;OLEO LUBRIFICANTE AUTOMOTIVO, COMPOSICAO BASICA, TIPO 20W/40, NIVEL DE DESEMPENHO API SF/CC, USO MOTOR GASOLINA E ALCCOL, TAMBOR COM 200 LITROS.;0;;
226387;OLEO LUBRIFICANTE AUTOMOTIVO, COMPOSICAO BASICA, TIPO 15W/40, NIVEL DE DESEMPENHO API CG-4, USO SERVICO PESADO, MOTOR DIESEL TURBINADO OU ASPIRADO.;0;;
226390;OLEO LUBRIFICANTE AUTOMOTIVO, COMPOSICAO BASICA, TIPO SAE 30, NIVEL DE DESEMPENHO  API CC, USO MOTOR DIESEL, TAMBOR 200 LITROS.;0;;
226391;OLEO LUBRIFICANTE AUTOMOTIVO, COMPOSICAO BASICA, TIPO SAE 50, NIVEL DE DESEMPENHO API CC, USO MOTOR DIESEL.;0;;
226394;OLEO LUBRIFICANTE AUTOMOTIVO, BASICA, SAE 30, MOTOR GASOLINA  2 TEMPOS, (EMBALAGEM  COM 500 ML );0;;
228491;GASOLINA COMUM C, DE INCOLOR A AMARELADA, ASPECTO FISICO LIMPIDO E ISENTO DE IMPUREZAS, TEOR DE ALCOOL ANIDRO MAIS OU MENOS 22%.;0;;
230906;OLEO LUBRIFICANTE AUTOMOTIVO, TIPO HD-90, DIFERENCIAL CAIXA DE MARCHA, VEICULOS EM GERAL;0;;
231793;GRAXA, OLEO SINTETICO, ESPESSANTE LITIO, PONTO GOTA 190§C, ANTIOXIDANTE/ANTICORROSIVO, MULTIPLA, NLGI 2.;0;;
232723;OLEO LUBRIFICANTE AUTOMOTIVO, SAE 80, PARA CAIXA DE TRANSMISSAO, TRATOR.;0;;
232724;OLEO LUBRIFICANTE AUTOMOTIVO, TIPO SAE 90, PARA CAIXA TRANSMISSAO, TRATOR.;0;;
